"nomscientifiqueref" "nomvernaculaire" "cdnom" "espece" "genre" "famille" "especeevalueelr" "especereglementee" "dateobservation" "codeinseecommune" "annee"
"Certhia brachydactyla" "Grimpereau des jardins" 3791 "Certhia brachydactyla" "Certhia" "Certhiidae" "false" "false" "2012-04-15" 8105 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-05-05" 51277 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "true" "false" "2012-12-20" 67544 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-04-29" 67502 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-04-08" 54595 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-06-05" 68029 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-06-09" 67507 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-10-30" 68029 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-09-21" 54395 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-09-23" 88073 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "true" "false" "2012-04-02" 10224 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "false" "false" "2012-06-11" 10104 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-05-30" 54159 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-11-18" 10104 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-11-11" 57205 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "true" "false" "2012-04-07" 57096 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-12-05" 55532 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-08-18" 68029 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-05-04" 68066 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "true" "false" "2012-09-11" 68029 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-09-17" 68256 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "true" "2012-07-14" 52265 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-12-10" 68029 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-05-03" 57205 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "true" "false" "2012-05-05" 67331 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-06-17" 68278 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-11-28" 52331 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-05-01" 54159 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-09-08" 51413 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-12-01" 51135 2012
"Columba livia" "Pigeon biset" 3420 "Columba livia" "Columba" "Columbidae" "true" "false" "2012-08-03" 57630 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "false" "false" "2012-11-17" 8105 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-11-11" 88073 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-06-05" 68278 2012
"Garrulus glandarius" "Geai des chênes" 4466 "Garrulus glandarius" "Garrulus" "Corvidae" "true" "false" "2012-11-26" 88120 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-11-14" 54159 2012
"Columba livia" "Pigeon biset" 3420 "Columba livia" "Columba" "Columbidae" "true" "false" "2012-05-26" 51002 2012
"Fringilla montifringilla" "Pinson du nord, Pinson des Ardennes" 4568 "Fringilla montifringilla" "Fringilla" "Fringillidae" "true" "false" "2012-12-04" 88073 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-04-23" 67331 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-10-13" 52121 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-12-09" 55261 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-11-11" 68029 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "true" "false" "2012-06-01" 57205 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-08-15" 57205 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-12-18" 68029 2012
"Aegithalos caudatus" "Mésange à longue queue, Orite à longue queue" 4342 "Aegithalos caudatus" "Aegithalos" "Aegithalidae" "true" "false" "2012-12-01" 54339 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-06-18" 54528 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-05-10" 55166 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "true" "false" "2012-04-19" 68256 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-05-13" 57588 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-12-18" 55434 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-10-15" 68029 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "false" "false" "2012-12-09" 68116 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-06-07" 55166 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-12" 67382 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-12-02" 51318 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "false" "2012-06-11" 10092 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-08-13" 51530 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-07-18" 51662 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-07-21" 55166 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "false" "false" "2012-05-08" 51027 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-09-04" 67331 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-04-14" 67331 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "false" "false" "2012-11-15" 68029 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "false" "false" "2012-11-30" 67331 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "true" "false" "2012-10-17" 88120 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "true" "false" "2012-05-20" 8472 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "false" "false" "2012-04-30" 52432 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "true" "false" "2012-04-27" 57205 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-11-11" 54159 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-06-05" 54159 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "true" "false" "2012-11-04" 51583 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-08-24" 88073 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-08-14" 88073 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-11-02" 54159 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-04-21" 68058 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-05-02" 8363 2012
"Certhia brachydactyla" "Grimpereau des jardins" 3791 "Certhia brachydactyla" "Certhia" "Certhiidae" "false" "false" "2012-04-27" 51277 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-11-18" 52449 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-06-05" 51662 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-04-03" 67331 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-12-12" 57096 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-04-03" 8342 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "false" "false" "2012-10-12" 68029 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "false" "false" "2012-09-02" 88120 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-04-26" 8162 2012
"Certhia brachydactyla" "Grimpereau des jardins" 3791 "Certhia brachydactyla" "Certhia" "Certhiidae" "true" "false" "2012-12-02" 10224 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-11-11" 88444 2012
"Turdus philomelos" "Grive musicienne" 4129 "Turdus philomelos" "Turdus" "Turdidae" "false" "true" "2012-09-01" 57043 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-08-15" 67544 2012
"Garrulus glandarius" "Geai des chênes" 4466 "Garrulus glandarius" "Garrulus" "Corvidae" "true" "false" "2012-12-24" 68297 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "true" "false" "2012-11-24" 51453 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-10-27" 54513 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-03-27" 10224 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-12-28" 8394 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-10-27" 68029 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-10-21" 54159 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-12-19" 55434 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-12-17" 55532 2012
"Sylvia atricapilla" "Fauvette à tête noire" 4257 "Sylvia atricapilla" "Sylvia" "Sylviidae" "true" "false" "2012-06-30" 54159 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-12-12" 51237 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-08-21" 88073 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-08-14" 88444 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-06-20" 52265 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-04-09" 67544 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-08-16" 67437 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-08-21" 68029 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-10-21" 8394 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-12-28" 10359 2012
"Columba livia" "Pigeon biset" 3420 "Columba livia" "Columba" "Columbidae" "true" "false" "2012-05-21" 68029 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-06-12" 8105 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-10-25" 67280 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-04-07" 67544 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-09-16" 68029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-12-01" 57205 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-05-23" 8162 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-09-30" 67309 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-06-12" 68256 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-12-13" 55532 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "false" "false" "2012-05-01" 54432 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-10-09" 68029 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-08" 51662 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "true" "false" "2012-11-07" 55166 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-11-07" 55166 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-04-22" 10224 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-04-14" 88120 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "false" "2012-06-28" 55166 2012
"Emberiza cirlus" "Bruant zizi" 4659 "Emberiza cirlus" "Emberiza" "Emberizidae" "false" "false" "2012-08-24" 52265 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-04-27" 10224 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-11-21" 52121 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-12-20" 55166 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-10-26" 68256 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-06-08" 57630 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-12-09" 54395 2012
"Troglodytes troglodytes" "Troglodyte mignon" 3967 "Troglodytes troglodytes" "Troglodytes" "Troglodytidae" "false" "true" "2012-12-01" 51108 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-11-21" 57205 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "true" "2012-05-04" 51530 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-12-02" 57588 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "true" "false" "2012-04-07" 57591 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "false" "false" "2012-09-26" 67280 2012
"Lophophanes cristatus" "Mésange huppée" 534750 "Lophophanes cristatus" "Lophophanes" "Paridae" "false" "false" "2012-12-03" 51380 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-12-11" 68029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-10-21" 51413 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-11-20" 55166 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-12-09" 57306 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-03-30" 57205 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-04-30" 54265 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-11-19" 68029 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-06-09" 68029 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-12-21" 52398 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-05-22" 55166 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-12-30" 55551 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-11-17" 67331 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "true" "false" "2012-06-07" 51662 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-05-24" 54159 2012
"Columba livia" "Pigeon biset" 3420 "Columba livia" "Columba" "Columbidae" "false" "true" "2012-05-24" 68029 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-05-28" 67544 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-02-13" 8394 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-18" 54159 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-12-31" 55532 2012
"Linaria cannabina" "Linotte mélodieuse" 889047 "Linaria cannabina" "Linaria" "Fringillidae" "false" "false" "2012-05-24" 51662 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-11-27" 54159 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-10-07" 88009 2012
"Troglodytes troglodytes" "Troglodyte mignon" 3967 "Troglodytes troglodytes" "Troglodytes" "Troglodytidae" "false" "false" "2012-10-29" 68029 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-04-16" 68066 2012
"Phoenicurus phoenicurus" "Rougequeue à front blanc" 4040 "Phoenicurus phoenicurus" "Phoenicurus" "Muscicapidae" "false" "false" "2012-10-06" 55158 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "true" "false" "2012-11-25" 88120 2012
"Linaria cannabina" "Linotte mélodieuse" 889047 "Linaria cannabina" "Linaria" "Fringillidae" "false" "false" "2012-08-30" 51662 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-12-02" 55166 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-09-03" 88073 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-04-27" 67331 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-12-18" 67331 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-05-25" 57205 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-09" 51662 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-11-01" 67037 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-12-06" 54159 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-11-06" 52331 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-05-28" 54159 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-12-09" 51508 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-08-13" 51530 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-05-30" 68066 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-09-12" 88073 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-05-29" 68066 2012
"Turdus viscivorus" "Grive draine" 4142 "Turdus viscivorus" "Turdus" "Turdidae" "true" "false" "2012-04-05" 52265 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-06-19" 57205 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-07-15" 57630 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "false" "true" "2012-05-23" 52275 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-10-26" 54073 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-11-17" 57205 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-04-08" 88486 2012
"Columba livia" "Pigeon biset" 3420 "Columba livia" "Columba" "Columbidae" "true" "false" "2012-06-05" 68029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-10-29" 54159 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-05-17" 55427 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-04-15" 52265 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-09-15" 88120 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-11-30" 68029 2012
"Picus viridis" "Pic vert, Pivert" 3603 "Picus viridis" "Picus" "Picidae" "false" "false" "2012-05-16" 52265 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-08-31" 68029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-02-10" 8394 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-03-03" 51242 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-08-25" 51277 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-04-17" 55166 2012
